school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,M,18,U,LE3,T,1,2,other,other,other,other,1,1,3,no,yes,yes,no,yes,yes,yes,no,3,3,5,2,4,3,3,7,9,1
GP,F,17,U,LE3,T,2,1,services,at_home,course,father,1,3,0,no,no,no,yes,yes,yes,yes,no,2,4,4,1,3,1,9,14,13,13
GP,M,16,U,GT3,T,4,3,teacher,other,other,father,1,2,0,no,no,no,no,no,yes,yes,yes,4,4,2,1,1,1,0,14,16,16
MS,M,17,U,LE3,T,2,2,health,health,other,mother,3,1,2,yes,no,no,no,no,yes,no,no,3,4,3,1,1,1,18,9,13,14
GP,F,16,U,GT3,T,2,2,other,teacher,reputation,mother,2,3,0,no,no,yes,yes,yes,yes,yes,yes,5,3,2,1,1,5,0,5,5,-2
GP,M,17,U,GT3,A,3,4,services,at_home,home,mother,1,4,0,yes,yes,yes,no,yes,yes,yes,yes,4,5,4,1,4,5,2,12,12,12
GP,M,16,R,GT3,T,1,1,at_home,other,home,other,2,2,0,yes,yes,no,no,yes,yes,yes,no,3,3,2,1,1,2,3,8,11,11
GP,M,17,U,LE3,T,4,4,health,services,course,mother,2,4,0,no,no,no,yes,yes,yes,yes,no,5,3,5,2,5,2,3,11,10,1
MS,M,18,U,GT3,T,1,1,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,1,3,5,2,4,3,1,7,6,1
MS,F,18,U,GT3,T,1,4,other,other,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,4,1,1,1,5,0,11,11,13
GP,F,19,U,LE3,T,1,1,at_home,other,home,other,1,2,3,no,no,no,yes,no,yes,yes,yes,4,3,3,2,4,2,2,6,7,-2
GP,F,16,U,GT3,T,3,3,services,at_home,home,mother,1,2,3,no,yes,no,no,yes,yes,yes,no,5,5,4,1,1,4,3,3,3,-2
MS,F,17,R,GT3,T,4,4,health,other,home,father,2,2,0,no,no,yes,no,yes,yes,yes,yes,4,2,1,1,4,5,1,10,9,9
GP,M,17,R,LE3,T,2,2,other,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,5,2,2,4,4,4,5,13,13,14
GP,M,16,R,GT3,T,2,4,services,other,course,mother,1,2,0,no,yes,yes,yes,no,yes,yes,yes,4,3,2,4,2,3,1,12,11,12
GP,M,17,R,GT3,T,4,4,services,other,other,mother,1,3,0,no,no,no,yes,no,yes,yes,no,4,2,4,1,5,4,9,11,10,11
GP,F,18,U,LE3,T,3,2,at_home,services,course,mother,2,1,1,no,yes,no,no,no,yes,no,no,5,2,4,3,5,5,2,5,2,-2
GP,M,17,R,LE3,T,4,3,other,teacher,course,mother,1,2,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,0,12,12,13
GP,M,15,U,GT3,T,3,2,services,other,course,mother,2,1,0,no,yes,yes,yes,no,yes,yes,yes,4,3,3,1,2,3,5,15,16,15
GP,M,15,R,GT3,T,4,3,services,at_home,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,5,2,1,1,5,2,18,17,17
GP,M,17,U,GT3,T,4,3,health,services,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,1,4,11,17,16,17
GP,M,17,R,GT3,T,2,3,other,teacher,course,father,1,2,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,2,4,4,2,12,12,13
GP,F,15,U,GT3,T,3,2,other,other,home,father,2,2,0,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,2,32,6,7,6
GP,M,19,U,GT3,T,4,4,health,teacher,home,other,1,2,0,no,yes,yes,no,no,yes,yes,no,3,2,3,2,2,5,9,15,13,12
GP,F,17,R,GT3,T,3,3,services,services,reputation,mother,1,2,0,yes,no,no,yes,no,yes,yes,yes,4,2,4,1,1,5,12,10,10,10
GP,F,16,U,GT3,T,1,1,other,other,home,father,1,4,1,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,3,1,5,8,9
GP,F,15,U,LE3,T,3,4,services,teacher,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,3,4,4,1,3,1,6,14,13,13
GP,F,17,U,LE3,T,2,2,other,other,home,father,2,4,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,1,2,5,1,11,11,11
GP,F,15,U,GT3,T,2,3,other,teacher,course,father,1,2,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,2,3,4,2,9,8,10
MS,F,17,R,GT3,T,2,2,other,other,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,4,4,11,10,9,9
GP,M,17,R,GT3,T,4,2,teacher,other,course,mother,4,1,0,no,no,yes,yes,yes,yes,yes,no,4,4,1,1,4,5,11,12,12,11
GP,F,16,U,GT3,T,1,1,services,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,4,2,3,4,3,7,7,7,8
GP,M,17,U,GT3,T,2,4,other,other,reputation,father,1,1,0,no,no,yes,no,yes,yes,yes,no,4,3,2,1,1,5,1,14,16,16
GP,F,19,U,LE3,T,3,4,services,other,other,father,1,1,0,no,yes,no,no,yes,yes,yes,no,2,3,3,1,1,5,8,9,10,11
GP,M,16,U,LE3,T,1,1,other,teacher,home,mother,2,4,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,4,6,17,17,17
MS,M,18,U,GT3,T,3,3,services,services,other,mother,3,4,0,no,yes,yes,no,yes,no,yes,yes,4,4,3,1,2,5,2,15,13,13
GP,M,17,U,GT3,T,2,4,services,other,home,mother,2,4,0,no,no,no,yes,no,yes,yes,no,4,3,2,1,1,1,1,17,16,16
GP,M,17,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,3,2,15,17,16,16
GP,F,18,U,GT3,T,1,1,other,other,course,mother,2,1,3,no,yes,no,no,yes,yes,yes,yes,3,3,2,1,1,2,1,4,7,-2
GP,M,19,U,GT3,T,3,2,other,other,reputation,other,3,1,0,no,no,no,yes,yes,yes,yes,yes,3,2,4,1,1,5,10,15,14,14
GP,F,18,R,LE3,T,4,2,services,health,home,mother,2,3,0,no,yes,no,no,yes,yes,yes,no,4,5,4,1,4,3,4,11,11,11
GP,F,15,R,GT3,T,4,3,health,other,other,mother,2,3,0,no,yes,no,yes,no,yes,yes,yes,5,4,5,3,5,5,0,12,14,14
MS,M,18,U,GT3,T,4,3,teacher,other,home,mother,1,1,0,no,no,no,no,yes,yes,no,no,4,3,5,2,5,4,11,19,19,19
GP,F,17,U,GT3,T,2,1,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,3,3,2,1,2,2,4,5,4,4
GP,F,16,U,GT3,T,3,1,services,other,home,mother,2,2,0,no,yes,no,no,yes,yes,no,yes,3,3,3,1,2,5,3,5,5,-2
GP,F,18,U,GT3,T,3,4,health,other,reputation,mother,2,1,1,no,no,no,no,yes,yes,no,yes,3,3,5,2,3,4,0,4,3,-2
GP,F,16,U,GT3,T,3,3,other,other,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,3,3,4,1,1,5,2,6,5,4
GP,M,17,R,GT3,T,4,4,health,teacher,course,mother,1,2,1,yes,yes,yes,yes,no,yes,no,yes,1,4,4,1,3,4,11,16,13,12
GP,F,16,U,LE3,T,3,3,services,other,course,mother,1,2,0,no,no,no,no,yes,yes,no,no,4,2,2,1,1,3,1,10,11,10
MS,M,18,U,LE3,A,4,4,other,other,reputation,mother,2,3,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,3,20,19,20
GP,F,16,U,LE3,T,3,2,services,services,other,mother,1,1,1,no,yes,yes,no,no,yes,yes,no,4,5,3,1,1,5,10,9,10,11
GP,F,17,R,GT3,T,2,1,services,services,reputation,mother,3,1,1,no,yes,no,no,yes,yes,yes,no,4,4,2,1,1,4,2,9,8,8
MS,F,18,U,GT3,T,4,2,teacher,other,course,mother,1,2,1,no,yes,yes,yes,yes,yes,yes,yes,3,3,5,2,3,4,1,8,7,-2
GP,F,19,U,GT3,T,2,1,health,at_home,course,other,1,1,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,5,6,7,7
GP,M,18,R,GT3,T,3,4,other,other,reputation,mother,2,4,0,no,yes,no,yes,yes,yes,yes,no,4,3,1,1,1,1,13,18,18,18
GP,F,17,U,GT3,A,4,0,other,teacher,course,mother,1,2,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,2,9,9,10
GP,M,15,U,GT3,T,4,4,teacher,services,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,1,1,4,15,17,16
GP,M,15,U,GT3,T,3,2,health,other,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,5,4,3,2,2,2,5,14,15,15
GP,M,18,R,LE3,T,1,3,at_home,other,other,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,5,3,1,1,4,6,19,19,20
GP,F,16,R,GT3,T,4,3,teacher,services,home,mother,1,1,2,no,no,no,yes,yes,yes,yes,no,3,4,4,1,1,5,11,7,7,7
GP,M,17,U,GT3,T,1,1,services,other,home,father,1,2,0,no,yes,yes,yes,yes,yes,yes,no,1,3,3,1,2,5,1,14,12,13
MS,F,18,U,GT3,T,4,3,teacher,other,course,mother,1,1,0,no,yes,yes,yes,yes,yes,no,no,4,4,4,1,1,4,2,8,8,-2
GP,F,18,R,GT3,T,2,2,services,services,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,4,3,2,3,3,3,14,13,15
MS,F,18,R,GT3,T,1,1,at_home,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,2,3,1,1,4,2,7,7,-2
GP,F,18,U,GT3,T,3,2,other,teacher,home,mother,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,4,2,1,1,1,3,14,13,14
GP,M,16,U,GT3,T,2,1,services,services,course,mother,2,2,1,yes,no,no,no,yes,yes,yes,no,4,3,4,4,5,3,38,9,10,9
GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1,2,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,2,2,2,4,6,6,-2
GP,F,17,U,LE3,A,4,4,teacher,other,home,mother,2,1,1,no,yes,no,yes,yes,yes,yes,yes,1,3,3,2,4,3,8,10,10,10
GP,M,16,U,GT3,T,4,4,health,services,reputation,mother,1,4,0,no,no,no,yes,yes,yes,yes,no,4,2,2,1,1,2,6,20,20,21
GP,F,17,R,GT3,T,3,3,other,other,course,mother,2,4,1,no,yes,yes,yes,yes,yes,yes,no,4,3,4,1,1,4,5,5,5,5
MS,F,18,U,GT3,T,4,2,teacher,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,3,3,1,1,1,2,9,9,9
GP,F,17,R,GT3,T,4,4,services,services,course,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,4,1,2,4,5,1,6,10,9
GP,F,18,U,GT3,A,3,3,health,teacher,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,4,3,1,3,5,5,12,10,9
MS,F,18,U,GT3,T,4,3,services,other,course,mother,2,3,0,no,no,yes,no,yes,yes,yes,yes,4,2,4,1,1,5,25,11,11,11
GP,M,18,R,GT3,T,4,4,other,health,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,2,2,1,1,5,1,14,14,14
GP,F,18,U,GT3,A,3,3,services,services,home,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,5,4,3,5,2,4,3,14,13,15
MS,F,18,R,GT3,T,2,1,at_home,health,home,mother,1,2,0,no,no,yes,no,yes,yes,yes,yes,3,3,4,1,1,3,1,8,7,8
GP,F,18,U,GT3,T,1,1,services,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,1,2,8,8,6,6
GP,M,19,U,GT3,A,4,3,services,other,reputation,other,1,2,0,no,no,yes,yes,no,yes,yes,yes,3,5,2,1,1,1,2,14,11,12
GP,F,15,U,GT3,T,1,1,at_home,other,home,father,1,1,0,no,no,yes,yes,no,yes,yes,yes,5,3,3,1,2,2,1,6,-2,-2
GP,F,15,U,GT3,T,4,4,health,other,home,mother,1,4,0,no,yes,no,no,yes,yes,yes,no,3,4,1,1,1,4,5,12,11,11
GP,M,16,U,GT3,T,3,2,services,other,course,father,3,1,0,no,yes,no,yes,yes,yes,yes,yes,3,3,2,2,2,3,1,8,7,1
GP,M,15,U,LE3,T,2,2,other,teacher,reputation,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,3,5,2,0,12,14,15
GP,M,20,U,GT3,T,4,3,services,health,reputation,other,1,2,0,no,yes,yes,no,no,yes,yes,yes,5,1,3,1,1,5,3,18,19,19
GP,F,18,R,LE3,A,3,4,health,other,course,father,3,1,0,yes,no,yes,yes,no,yes,no,no,5,1,1,5,3,2,63,15,16,17
GP,M,15,U,GT3,A,4,3,health,services,home,father,1,3,0,no,no,yes,yes,yes,yes,no,no,4,3,4,1,3,5,14,13,13,12
GP,F,18,U,GT3,T,4,3,teacher,other,course,mother,1,2,0,yes,no,no,yes,yes,yes,yes,yes,4,3,1,4,2,4,2,10,8,9
MS,F,18,U,LE3,T,4,2,health,other,other,mother,3,2,0,no,yes,yes,no,yes,yes,yes,yes,4,2,2,1,1,5,6,12,10,9
GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1,1,1,no,yes,no,no,yes,yes,yes,no,3,3,5,1,1,3,1,4,-2,-2
GP,M,19,U,LE3,T,3,1,at_home,services,course,other,2,2,2,no,no,no,yes,no,yes,no,yes,3,2,2,4,5,5,1,8,9,10
GP,M,16,U,LE3,A,4,3,teacher,other,course,mother,3,3,0,no,no,no,yes,yes,yes,yes,no,3,3,3,1,2,5,1,17,16,16
GP,F,15,R,LE3,T,3,3,at_home,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,no,no,4,3,4,2,4,3,6,7,7,8
GP,M,16,U,LE3,T,3,3,services,other,reputation,mother,1,1,0,yes,yes,no,no,yes,yes,yes,no,5,3,3,4,5,2,7,8,7,7
GP,F,17,R,GT3,A,4,4,other,other,reputation,father,1,2,1,no,no,no,yes,yes,yes,yes,yes,5,3,3,2,2,4,16,7,5,5
GP,F,17,R,LE3,A,3,2,other,other,course,mother,1,2,0,no,no,yes,yes,no,yes,yes,no,3,4,3,2,4,4,3,12,10,11
GP,F,16,U,LE3,T,3,3,other,other,reputation,father,2,1,0,yes,yes,yes,no,yes,yes,yes,no,5,4,4,1,1,2,7,5,4,4
GP,M,15,U,GT3,T,1,1,other,services,home,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,5,3,4,3,4,3,6,9,11,11
GP,F,17,U,GT3,T,3,4,other,other,course,mother,2,1,0,no,yes,yes,no,yes,yes,yes,no,5,3,2,1,1,5,1,12,13,13
GP,F,16,U,GT3,T,2,2,other,health,reputation,father,2,1,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,1,2,0,9,12,12
GP,F,16,U,GT3,T,4,4,services,services,reputation,mother,2,2,1,no,no,no,no,no,yes,yes,yes,3,4,3,1,2,3,4,5,5,-2
GP,M,17,R,GT3,T,3,3,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,5,2,3,1,2,3,3,13,13,13
GP,F,18,U,GT3,T,4,3,health,health,course,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,no,5,5,4,2,5,3,17,7,6,6
GP,F,16,U,GT3,T,4,3,health,services,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,5,4,2,1,1,1,3,13,14,13
GP,M,16,U,GT3,T,2,3,services,other,course,mother,1,1,0,no,yes,yes,yes,no,yes,yes,yes,2,4,2,1,2,2,11,13,12,13
GP,M,17,R,GT3,T,1,1,at_home,other,reputation,father,1,2,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,1,1,3,16,13,11,11
GP,M,17,R,LE3,T,1,1,other,services,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,2,5,13,13,13,14
GP,F,18,U,GT3,T,4,4,teacher,other,reputation,mother,1,3,0,no,no,yes,yes,yes,yes,yes,no,4,3,4,2,3,2,9,13,12,12
GP,F,16,U,GT3,T,4,2,teacher,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,2,3,14,9,8,7
GP,M,15,U,GT3,T,2,4,services,other,home,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,4,1,3,17,18,19
GP,M,16,U,LE3,A,4,4,other,other,reputation,mother,1,2,0,no,yes,no,yes,no,yes,yes,no,3,4,4,3,3,5,4,15,13,14
MS,F,17,U,LE3,T,2,3,other,services,course,father,2,2,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,3,5,7,11,9,10
GP,F,18,R,GT3,T,4,4,other,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,yes,no,5,4,4,2,3,1,1,17,16,17
GP,F,16,U,GT3,T,4,4,teacher,other,other,mother,1,3,0,no,yes,no,yes,no,yes,yes,no,4,4,2,1,1,3,3,5,5,5
GP,F,15,U,LE3,T,4,3,teacher,services,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,4,4,13,14,16
GP,M,18,U,GT3,T,2,2,services,health,course,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,5,4,5,2,1,11,9,9
GP,F,15,U,GT3,T,1,0,services,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,3,3,2,1,2,1,4,12,13,13
MS,F,18,R,LE3,T,1,1,at_home,at_home,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,2,3,2,4,3,2,7,7,-2
GP,M,16,U,LE3,T,4,4,services,services,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,2,4,9,8,1
GP,F,16,U,GT3,T,2,2,at_home,services,course,mother,1,1,0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,1,4,9,7,6
GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,1,2,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,2,3,3,18,10,8,8
GP,F,16,U,GT3,A,3,3,other,other,course,father,2,1,1,no,no,yes,no,no,yes,yes,yes,3,4,4,1,3,2,21,11,10,9
GP,F,17,U,LE3,T,2,2,services,other,home,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,3,3,5,8,8,7,6
GP,M,16,R,GT3,T,0,3,at_home,services,course,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,2,3,1,1,5,0,17,17,16
GP,M,16,U,GT3,T,2,2,other,other,course,mother,2,3,0,no,yes,no,no,yes,yes,yes,no,4,3,4,1,4,2,17,8,8,7
GP,M,20,U,GT3,T,4,4,services,other,reputation,other,1,1,0,no,yes,yes,yes,no,yes,no,yes,3,1,3,1,1,5,21,18,19,19
GP,M,16,U,LE3,T,4,4,teacher,services,reputation,mother,1,1,0,yes,yes,no,yes,yes,yes,no,no,5,2,3,2,3,5,4,9,10,11
GP,M,16,U,GT3,T,3,1,other,services,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,yes,5,3,3,2,2,2,2,13,14,14
GP,M,17,R,LE3,T,3,2,other,other,home,mother,1,1,3,no,yes,no,no,yes,yes,yes,yes,5,4,5,2,4,4,3,6,1,1
GP,F,16,U,GT3,T,2,2,other,other,other,mother,1,2,0,no,no,yes,no,yes,yes,yes,no,4,5,3,2,3,3,6,6,7,8
GP,M,16,U,GT3,T,4,4,services,other,home,father,1,3,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,5,5,13,15,14
GP,F,16,U,GT3,T,2,3,health,services,course,other,1,2,0,yes,no,no,no,yes,yes,yes,no,5,3,3,2,2,3,6,6,8,7
GP,M,17,U,GT3,T,3,3,services,services,course,mother,2,1,2,yes,yes,no,no,no,yes,yes,no,5,2,4,1,3,4,7,17,13,12
GP,M,16,U,LE3,T,2,1,other,services,other,mother,2,1,1,no,yes,yes,no,yes,yes,yes,no,4,3,5,5,5,3,4,13,14,14
GP,F,16,U,GT3,A,3,3,other,teacher,other,mother,3,2,0,no,yes,yes,no,no,yes,yes,no,4,4,3,1,4,5,10,12,10,9
GP,M,18,U,GT3,A,3,2,other,other,course,mother,1,2,0,no,yes,yes,yes,no,yes,yes,no,2,4,5,5,5,4,17,11,11,12
GP,F,16,U,LE3,T,4,3,services,teacher,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,5,3,1,3,5,1,13,13,14
GP,F,17,U,LE3,T,1,2,at_home,other,course,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,3,3,3,2,2,3,7,6,6,7
MS,M,18,U,GT3,T,4,4,teacher,other,reputation,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,4,1,4,4,4,11,10,10
MS,M,18,R,LE3,T,2,1,other,teacher,course,other,1,2,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,2,4,4,3,12,13,13
GP,M,15,U,GT3,T,3,3,other,health,other,other,1,2,0,no,yes,yes,no,yes,yes,no,no,4,2,2,2,4,4,14,13,13,12
GP,F,16,R,GT3,T,4,3,other,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,1,1,1,4,2,11,13,13
MS,M,18,R,GT3,T,2,2,other,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,2,2,1,4,14,14,15
MS,F,18,R,GT3,A,4,4,services,other,reputation,father,1,4,1,no,yes,yes,no,yes,no,yes,yes,4,4,4,1,1,5,2,12,10,10
GP,F,17,U,GT3,T,3,1,at_home,other,home,mother,1,2,2,no,yes,no,yes,yes,yes,no,yes,3,4,2,1,1,3,2,5,7,7
GP,M,16,U,LE3,T,2,2,at_home,teacher,home,mother,2,2,1,no,no,no,no,yes,no,yes,yes,4,3,5,3,4,3,1,12,11,11
GP,F,18,U,GT3,T,2,2,services,other,course,mother,2,2,0,no,no,yes,yes,yes,yes,no,no,2,4,5,2,3,4,2,8,8,-2
GP,M,17,R,GT3,T,3,3,services,other,reputation,father,1,3,0,no,yes,yes,no,yes,yes,yes,yes,4,1,2,1,4,3,3,14,12,12
GP,F,18,U,GT3,T,1,2,at_home,other,reputation,mother,1,2,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,1,1,3,18,10,9,8
MS,F,18,U,GT3,T,2,2,other,services,course,mother,1,2,0,no,yes,yes,yes,yes,no,yes,no,4,4,3,1,3,5,28,8,7,7
MS,M,18,U,LE3,T,4,3,teacher,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,1,2,1,3,17,16,17
GP,M,17,U,GT3,T,2,2,other,other,reputation,father,2,2,0,no,no,no,yes,yes,yes,yes,no,4,3,4,4,4,5,4,14,14,13
GP,F,15,R,GT3,T,2,1,services,services,other,father,1,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,2,1,1,4,11,6,7,8
MS,F,18,U,GT3,T,3,1,services,other,course,father,2,3,0,yes,yes,yes,no,yes,yes,yes,no,4,4,2,1,1,2,11,8,7,6
GP,M,18,U,LE3,T,1,1,at_home,other,home,mother,1,3,0,no,no,yes,yes,no,yes,yes,yes,3,2,5,3,5,3,4,16,14,15
GP,M,16,U,GT3,T,1,2,services,services,other,mother,3,2,1,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,1,3,3,15,13,13
GP,F,15,R,GT3,T,2,1,other,other,course,mother,1,1,0,no,no,no,yes,no,yes,yes,yes,4,3,3,2,2,3,3,6,-2,-2
GP,M,15,U,GT3,T,2,1,other,services,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,no,4,4,3,1,2,5,3,16,16,16
GP,M,22,U,GT3,T,3,1,services,services,home,mother,1,1,1,no,yes,no,no,no,no,yes,yes,4,2,2,2,3,5,13,7,9,9
GP,F,15,U,GT3,T,2,2,other,services,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,3,1,1,5,2,7,8,9
GP,F,16,R,GT3,T,2,1,services,other,reputation,mother,2,1,0,yes,yes,no,yes,no,yes,yes,no,3,3,3,1,2,4,1,9,13,13
GP,F,15,U,GT3,T,2,1,services,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,5,3,9,-2,-2
GP,M,17,R,LE3,T,2,1,health,services,reputation,mother,1,2,3,yes,yes,yes,yes,no,yes,no,no,2,4,3,2,3,4,58,6,9,11
GP,F,16,U,LE3,T,2,2,at_home,other,course,mother,2,2,1,no,no,no,no,yes,yes,yes,yes,3,4,2,1,1,4,0,5,5,-2
GP,F,16,R,GT3,T,2,1,services,other,reputation,father,2,1,0,yes,yes,no,yes,no,yes,yes,no,3,3,3,1,2,4,1,9,13,13
GP,F,19,U,GT3,T,4,4,services,other,reputation,other,2,2,0,no,yes,no,yes,no,yes,yes,yes,4,1,4,1,3,4,1,11,9,9
GP,M,16,U,GT3,T,2,3,other,other,home,mother,2,1,0,no,no,yes,no,yes,yes,yes,no,4,2,2,1,3,3,3,13,12,12
GP,F,18,U,LE3,T,4,4,teacher,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,5,3,2,3,5,2,13,13,14
GP,F,18,U,LE3,T,2,2,other,at_home,home,father,3,2,2,no,no,yes,no,yes,yes,yes,no,2,4,1,1,2,4,41,3,4,6
GP,F,15,U,GT3,T,4,3,teacher,other,home,father,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,3,3,5,1,1,5,15,8,8,7
GP,F,18,U,GT3,T,2,2,other,services,reputation,mother,1,2,0,no,yes,yes,yes,no,yes,yes,yes,5,4,3,1,1,1,4,11,11,12
GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,2,1,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,3,4,6,8,8,8
MS,F,17,U,LE3,T,3,3,other,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,3,4,2,1,1,3,1,10,9,10
GP,F,15,U,GT3,T,3,2,services,other,home,mother,1,3,0,no,no,yes,yes,yes,yes,yes,no,5,5,4,2,3,1,2,14,16,16
MS,F,17,U,GT3,T,3,3,other,other,home,mother,1,2,0,no,no,yes,yes,yes,yes,yes,no,3,4,3,3,3,5,9,10,10,9
GP,M,17,U,GT3,A,3,4,services,teacher,course,father,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,3,5,2,3,2,6,11,12,12
GP,M,16,U,LE3,T,1,2,other,other,other,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,2,1,0,14,16,16
GP,F,15,R,GT3,T,2,1,services,at_home,reputation,father,2,3,0,no,yes,yes,yes,no,yes,yes,no,5,3,3,2,3,5,7,7,9,8
GP,F,18,U,GT3,A,0,3,other,health,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,yes,4,5,2,1,2,5,24,11,11,11
GP,F,17,U,GT3,T,4,4,other,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,3,2,9,7,8
GP,F,15,R,LE3,A,3,3,other,other,home,mother,4,2,0,no,no,yes,no,yes,yes,yes,yes,3,4,3,1,2,4,2,8,8,7
GP,F,15,U,GT3,T,1,1,other,other,home,mother,1,1,0,yes,yes,no,no,yes,yes,no,no,4,3,4,1,1,3,8,6,7,8
MS,F,19,U,GT3,T,1,1,other,services,course,other,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,1,3,5,21,7,7,7
